S1_1,S1_2,S1_3,S1_4,S1_5,S1_6,S2_1,S2_2,S3_1,S3_2,S4_1,Nivel_agua,Nivel_total
1524.18821,1524.78515,1530.33233,1538.71599,1552.55959,1553.31541,1530.79814,1539.43414,1544.93225,1550.70234,1545.33428,1307.0,1307.0
1524.18871,1524.78539,1530.33269,1538.71648,1552.55968,1553.31465,1530.79817,1539.43445,1544.92978,1550.70263,1545.33437,1307.0,1307.0
1524.18867,1524.78553,1530.33218,1538.7163,1552.55972,1553.31565,1530.79813,1539.43411,1544.9272,1550.70256,1545.33527,1307.0,1307.0
1524.18838,1524.78469,1530.33231,1538.7163,1552.55947,1553.31527,1530.79659,1539.43457,1544.92647,1550.70321,1545.3355,1307.0,1307.0
1524.1884,1524.78467,1530.33246,1538.71601,1552.55969,1553.31603,1530.79796,1539.43322,1544.9227,1550.70385,1545.33611,1307.0,1307.0
1524.1887,1524.7851,1530.33342,1538.71637,1552.55915,1553.31462,1530.79801,1539.43505,1544.92303,1550.7025,1545.33572,1307.0,1307.0
1524.18885,1524.78466,1530.33305,1538.7162,1552.55992,1553.31457,1530.79775,1539.43368,1544.92351,1550.70299,1545.33585,1307.0,1307.0
1524.18815,1524.78485,1530.33307,1538.71614,1552.55947,1553.31523,1530.79783,1539.43502,1544.92402,1550.70157,1545.33578,1307.0,1307.0
1524.1889,1524.78509,1530.33311,1538.71662,1552.56067,1553.31524,1530.79876,1539.43476,1544.92681,1550.7025,1545.33607,1307.0,1307.0
1524.18856,1524.78526,1530.33292,1538.71709,1552.56009,1553.31589,1530.79904,1539.43467,1544.92779,1550.7022,1545.33603,1307.0,1307.0
1524.18928,1524.7851,1530.33299,1538.71671,1552.56002,1553.31474,1530.79841,1539.43517,1544.92932,1550.70323,1545.33612,1307.0,1307.0
1524.18902,1524.78482,1530.33313,1538.71621,1552.55939,1553.31508,1530.79891,1539.4329,1544.93089,1550.70501,1545.33618,1307.0,1307.0
1524.18894,1524.78556,1530.3333,1538.71647,1552.55979,1553.31523,1530.79907,1539.43419,1544.9274,1550.70382,1545.33553,1307.0,1307.0
1524.18888,1524.78495,1530.33315,1538.71642,1552.55969,1553.31476,1530.79957,1539.43503,1544.93355,1550.70264,1545.33606,1307.0,1307.0
1524.18867,1524.78556,1530.33382,1538.71667,1552.55997,1553.31516,1530.79956,1539.43379,1544.93259,1550.70311,1545.33584,1307.0,1307.0
1524.18938,1524.78499,1530.3332,1538.71672,1552.5598,1553.31518,1530.79845,1539.43426,1544.92773,1550.70294,1545.33573,1307.0,1307.0
1524.18956,1524.78534,1530.33284,1538.71693,1552.56019,1553.31503,1530.79856,1539.43398,1544.928,1550.70289,1545.33577,1307.0,1307.0
1524.1895,1524.78509,1530.3336,1538.71707,1552.55995,1553.31575,1530.79941,1539.43565,1544.92742,1550.70411,1545.33594,1307.0,1307.0
1524.18956,1524.78512,1530.33377,1538.71734,1552.55956,1553.31523,1530.79916,1539.43508,1544.92667,1550.703,1545.33865,1307.0,1307.0
1524.18888,1524.78479,1530.33347,1538.71734,1552.56031,1553.31504,1530.7985,1539.43485,1544.92715,1550.70334,1545.33623,1307.0,1307.0
1524.18946,1524.78519,1530.33307,1538.71714,1552.56038,1553.316,1530.79798,1539.43585,1544.92832,1550.703,1545.3362,1307.0,1307.0
1524.18941,1524.78443,1530.33318,1538.71672,1552.56042,1553.31514,1530.79884,1539.43505,1544.93107,1550.70252,1545.33604,1307.0,1307.0
1524.18958,1524.78538,1530.33325,1538.71786,1552.56008,1553.31514,1530.79923,1539.43567,1544.92309,1550.70263,1545.33574,1307.0,1307.0
1524.18966,1524.78499,1530.33299,1538.71714,1552.55995,1553.31609,1530.79966,1539.43471,1544.92103,1550.70256,1545.33654,1307.0,1307.0
1524.19028,1524.78566,1530.33301,1538.71721,1552.56026,1553.31527,1530.79983,1539.43441,1544.92016,1550.70216,1545.33628,1307.0,1307.0
1524.18973,1524.78492,1530.33271,1538.71731,1552.55956,1553.31532,1530.79963,1539.43432,1544.92356,1550.70292,1545.33716,1307.0,1307.0
1524.19033,1524.7853,1530.33277,1538.71631,1552.56053,1553.31497,1530.79994,1539.43408,1544.92497,1550.70264,1545.33558,1307.0,1307.0
1524.1894,1524.78485,1530.33305,1538.71703,1552.55943,1553.31538,1530.80017,1539.43553,1544.92698,1550.7019,1545.33614,1307.0,1307.0
1524.19025,1524.78568,1530.33239,1538.71713,1552.56003,1553.31457,1530.80033,1539.43414,1544.92843,1550.70283,1545.3367,1307.0,1307.0
1524.18945,1524.78531,1530.33317,1538.71718,1552.56018,1553.31494,1530.80047,1539.43438,1544.92738,1550.70213,1545.33624,1307.0,1307.0
1524.18982,1524.78495,1530.33273,1538.71677,1552.56038,1553.315,1530.80051,1539.43412,1544.92981,1550.70173,1545.33624,1307.0,1307.0
1524.19042,1524.78533,1530.33313,1538.71714,1552.56025,1553.31522,1530.80088,1539.43424,1544.93075,1550.70172,1545.33543,1307.0,1307.0
1524.19028,1524.78512,1530.33334,1538.71722,1552.55999,1553.31505,1530.8008,1539.43528,1544.93007,1550.70366,1545.33634,1307.0,1307.0
1524.19046,1524.78546,1530.33339,1538.71689,1552.55959,1553.31513,1530.80087,1539.4341,1544.93077,1550.70318,1545.33557,1307.0,1307.0
1524.1903,1524.78486,1530.33252,1538.71717,1552.55971,1553.31479,1530.80094,1539.4345,1544.93073,1550.70406,1545.33574,1307.0,1307.0
1524.19017,1524.78566,1530.33401,1538.71689,1552.55989,1553.31533,1530.80106,1539.43426,1544.93031,1550.70252,1545.33668,1307.0,1307.0
1524.19068,1524.7864,1530.33313,1538.71662,1552.55997,1553.31493,1530.80109,1539.43477,1544.93056,1550.70196,1545.33588,1307.0,1307.0
1524.19112,1524.78607,1530.33314,1538.71708,1552.56003,1553.31535,1530.80084,1539.43414,1544.93085,1550.70144,1545.33551,1307.0,1307.0
1524.19073,1524.7855,1530.33348,1538.71746,1552.56013,1553.31555,1530.80186,1539.43546,1544.92962,1550.70267,1545.33536,1307.0,1307.0
1524.19057,1524.78552,1530.33363,1538.71715,1552.56032,1553.3144,1530.80181,1539.43693,1544.92604,1550.70172,1545.33617,1307.0,1307.0
1524.19079,1524.786,1530.33376,1538.71738,1552.55997,1553.31514,1530.80195,1539.43478,1544.92772,1550.70208,1545.33695,1307.0,1307.0
1524.19134,1524.78573,1530.33357,1538.71711,1552.56022,1553.31453,1530.80157,1539.43487,1544.92626,1550.70215,1545.33623,1307.0,1307.0
1524.19106,1524.78541,1530.33329,1538.71675,1552.56007,1553.31449,1530.80155,1539.4355,1544.92463,1550.70256,1545.3365,1307.0,1307.0
1524.19065,1524.78568,1530.33332,1538.71718,1552.56032,1553.31527,1530.80145,1539.43503,1544.92668,1550.70197,1545.33655,1307.0,1307.0
1524.19078,1524.78541,1530.33328,1538.71688,1552.5596,1553.31486,1530.80188,1539.43493,1544.92777,1550.70163,1545.33577,1307.0,1307.0
1524.19071,1524.78561,1530.33315,1538.71705,1552.56,1553.31477,1530.80286,1539.43522,1544.92943,1550.70214,1545.33624,1307.0,1307.0
1524.19095,1524.78552,1530.33347,1538.71663,1552.56059,1553.31381,1530.80189,1539.43485,1544.92853,1550.7013,1545.33566,1307.0,1307.0
1524.19079,1524.78619,1530.33365,1538.71705,1552.5601,1553.31449,1530.80199,1539.43383,1544.92768,1550.70292,1545.33662,1307.0,1307.0
1524.19116,1524.78593,1530.3341,1538.71699,1552.56038,1553.315,1530.80313,1539.4354,1544.92783,1550.70162,1545.33662,1307.0,1307.0
1524.19201,1524.78601,1530.33347,1538.71715,1552.55993,1553.31475,1530.80282,1539.43408,1544.92408,1550.70137,1545.33573,1307.0,1307.0
1524.19149,1524.7859,1530.33432,1538.71693,1552.55955,1553.31471,1530.80286,1539.4353,1544.92855,1550.70229,1545.33662,1307.0,1307.0
1524.19121,1524.78615,1530.33361,1538.71776,1552.55969,1553.31489,1530.80294,1539.4356,1544.92654,1550.70092,1545.33607,1307.0,1307.0
1524.19144,1524.78657,1530.33477,1538.71732,1552.56017,1553.31473,1530.80336,1539.4356,1544.92741,1550.70079,1545.33645,1307.0,1307.0
1524.19133,1524.78509,1530.33463,1538.71676,1552.55988,1553.31413,1530.80315,1539.43512,1544.92625,1550.70112,1545.33654,1307.0,1307.0
1524.19096,1524.7859,1530.33375,1538.71612,1552.56009,1553.31425,1530.80332,1539.43478,1544.92284,1550.70161,1545.3359,1307.0,1307.0
1524.19125,1524.78625,1530.33407,1538.71708,1552.56008,1553.31486,1530.80324,1539.43441,1544.92938,1550.70147,1545.33601,1307.0,1307.0
1524.19188,1524.78651,1530.3339,1538.71691,1552.56027,1553.31417,1530.80324,1539.43483,1544.92173,1550.70206,1545.3358,1307.0,1307.0
1524.19158,1524.78755,1530.33328,1538.71744,1552.56019,1553.31497,1530.80358,1539.43413,1544.92217,1550.70111,1545.3357,1307.0,1307.0
1524.19239,1524.78756,1530.3352,1538.71761,1552.56007,1553.3148,1530.8048,1539.43578,1544.92376,1550.70291,1545.3363,1307.0,1307.0
1524.1923,1524.78746,1530.33401,1538.717,1552.5602,1553.31443,1530.80371,1539.43571,1544.92313,1550.70159,1545.33583,1307.0,1307.0
1524.19238,1524.78769,1530.3344,1538.71709,1552.56045,1553.31507,1530.80364,1539.43616,1544.92398,1550.70203,1545.33648,1307.0,1307.0
1524.19208,1524.78738,1530.33423,1538.71708,1552.56017,1553.31452,1530.80454,1539.43554,1544.92417,1550.70229,1545.33418,1307.0,1307.0
1524.19247,1524.7875,1530.33477,1538.71682,1552.5603,1553.31486,1530.80549,1539.43546,1544.92505,1550.70176,1545.33605,1307.0,1307.0
1524.19217,1524.78752,1530.33421,1538.71745,1552.56023,1553.31425,1530.80433,1539.43572,1544.92647,1550.70214,1545.33613,1307.0,1307.0
1524.19335,1524.78757,1530.33385,1538.71736,1552.56101,1553.3163,1530.80497,1539.43636,1544.92599,1550.70219,1545.33488,1307.0,1307.0
1524.19188,1524.78755,1530.3349,1538.71707,1552.55982,1553.3147,1530.80551,1539.43483,1544.92545,1550.70133,1545.33471,1307.0,1307.0
1524.19315,1524.78796,1530.33492,1538.71743,1552.56031,1553.31496,1530.80562,1539.43645,1544.92696,1550.70209,1545.33543,1307.0,1307.0
1524.19276,1524.78781,1530.33515,1538.71733,1552.56053,1553.31504,1530.80536,1539.43614,1544.92589,1550.70229,1545.336,1307.0,1307.0
1524.1925,1524.78828,1530.33444,1538.71709,1552.56007,1553.31441,1530.80486,1539.43535,1544.92668,1550.70155,1545.33538,1307.0,1307.0
1524.19267,1524.78715,1530.33426,1538.71744,1552.56024,1553.31459,1530.80514,1539.4359,1544.92647,1550.70394,1545.33454,1307.0,1307.0
1524.19271,1524.78767,1530.33443,1538.71792,1552.56075,1553.31499,1530.8059,1539.43612,1544.92654,1550.70284,1545.33534,1307.0,1307.0
1524.19141,1524.78765,1530.33448,1538.71803,1552.56063,1553.31453,1530.80523,1539.43656,1544.92507,1550.70223,1545.33425,1307.0,1307.0
1524.1928,1524.78773,1530.33429,1538.71759,1552.56081,1553.31431,1530.80559,1539.43492,1544.92339,1550.70192,1545.33628,1307.0,1307.0
1524.19243,1524.78805,1530.3349,1538.71762,1552.56028,1553.31458,1530.80552,1539.43615,1544.9237,1550.70154,1545.334,1307.0,1307.0
1524.19269,1524.78807,1530.3345,1538.71745,1552.56054,1553.31439,1530.80614,1539.43548,1544.92193,1550.70356,1545.33495,1307.0,1307.0
1524.19267,1524.78846,1530.33426,1538.71742,1552.56056,1553.31438,1530.80615,1539.43543,1544.92431,1550.70164,1545.33444,1307.0,1307.0
1524.19281,1524.78869,1530.33454,1538.71766,1552.56019,1553.31415,1530.80556,1539.43569,1544.92279,1550.70254,1545.3344,1307.0,1307.0
1524.19276,1524.78829,1530.33565,1538.7177,1552.56059,1553.31423,1530.80542,1539.43652,1544.92276,1550.70231,1545.33442,1307.0,1307.0
1524.19321,1524.78857,1530.33447,1538.71715,1552.56022,1553.31409,1530.80657,1539.43623,1544.92309,1550.70163,1545.33553,1307.0,1307.0
1524.19392,1524.7885,1530.33434,1538.71716,1552.56015,1553.31424,1530.80569,1539.43605,1544.92508,1550.702,1545.3348,1307.0,1307.0
1524.19279,1524.78769,1530.33487,1538.71737,1552.5602,1553.31454,1530.80571,1539.43607,1544.92563,1550.70111,1545.33462,1307.0,1307.0
1524.19288,1524.78763,1530.33615,1538.71712,1552.55979,1553.31443,1530.80662,1539.4359,1544.9252,1550.70271,1545.3349,1307.0,1307.0
1524.19347,1524.78854,1530.33557,1538.71765,1552.56021,1553.31394,1530.8064,1539.43596,1544.92657,1550.70164,1545.33463,1307.0,1307.0
1524.19228,1524.78825,1530.33505,1538.71712,1552.56007,1553.31464,1530.80615,1539.43638,1544.92691,1550.70188,1545.33446,1307.0,1307.0
1524.19359,1524.788,1530.33513,1538.71778,1552.55988,1553.3133,1530.80636,1539.43693,1544.92712,1550.70261,1545.33516,1307.0,1307.0
1524.19337,1524.78845,1530.33534,1538.71817,1552.56027,1553.3139,1530.80619,1539.43577,1544.9281,1550.70125,1545.33535,1307.0,1307.0
1524.19332,1524.7888,1530.33539,1538.71716,1552.56078,1553.31415,1530.80586,1539.43679,1544.92733,1550.70282,1545.33469,1307.0,1307.0
1524.19348,1524.78921,1530.33484,1538.71829,1552.56089,1553.31403,1530.80655,1539.43634,1544.92883,1550.70175,1545.33474,1307.0,1307.0
1524.19392,1524.7893,1530.33585,1538.71819,1552.56042,1553.3141,1530.80602,1539.43804,1544.92804,1550.70107,1545.33438,1307.0,1307.0
1524.19321,1524.78936,1530.33514,1538.71788,1552.5603,1553.31456,1530.80659,1539.43579,1544.92837,1550.70221,1545.33488,1307.0,1307.0
1524.19414,1524.78907,1530.33557,1538.71723,1552.56026,1553.31458,1530.80717,1539.43673,1544.92846,1550.70127,1545.33485,1307.0,1307.0
1524.19412,1524.78999,1530.33592,1538.71763,1552.55978,1553.31349,1530.80647,1539.43683,1544.9275,1550.70068,1545.33443,1307.0,1307.0
1524.19416,1524.78941,1530.33554,1538.7175,1552.56038,1553.31404,1530.80693,1539.43687,1544.92727,1550.70256,1545.33359,1307.0,1307.0
1524.19436,1524.78915,1530.33543,1538.71786,1552.56011,1553.31448,1530.80689,1539.4377,1544.92438,1550.70218,1545.33411,1307.0,1307.0
1524.19424,1524.78931,1530.33558,1538.71746,1552.56003,1553.31484,1530.80642,1539.4363,1544.92576,1550.70223,1545.33518,1307.0,1307.0
1524.1945,1524.78953,1530.33598,1538.7191,1552.56,1553.31403,1530.80682,1539.43699,1544.92438,1550.70194,1545.33528,1307.0,1307.0
1524.19445,1524.78989,1530.3355,1538.71791,1552.55991,1553.31448,1530.80623,1539.43671,1544.92511,1550.70332,1545.33405,1307.0,1307.0
1524.19487,1524.78983,1530.33539,1538.71765,1552.56,1553.31468,1530.8063,1539.43576,1544.92688,1550.7019,1545.33356,1307.0,1307.0
1524.19497,1524.79015,1530.33552,1538.71816,1552.56043,1553.31397,1530.80656,1539.43674,1544.92625,1550.70202,1545.33483,1307.0,1307.0
1524.19495,1524.78999,1530.33589,1538.71716,1552.56086,1553.31425,1530.80644,1539.4368,1544.924,1550.70186,1545.33411,1307.0,1307.0
1524.19569,1524.79021,1530.33566,1538.71838,1552.56053,1553.31406,1530.80591,1539.43665,1544.92167,1550.70204,1545.33471,1307.0,1307.0
1524.19435,1524.79007,1530.33565,1538.71801,1552.5606,1553.31454,1530.80664,1539.43618,1544.9206,1550.70125,1545.33432,1307.0,1307.0
1524.19532,1524.79029,1530.33706,1538.71804,1552.56016,1553.3139,1530.80747,1539.43696,1544.91801,1550.70208,1545.334,1307.0,1307.0
1524.19547,1524.7905,1530.33635,1538.71806,1552.56035,1553.31421,1530.80775,1539.437,1544.91852,1550.70238,1545.33396,1307.0,1307.0
1524.19524,1524.79041,1530.33683,1538.71817,1552.55994,1553.31443,1530.80658,1539.4367,1544.91864,1550.70167,1545.33283,1307.0,1307.0
1524.19558,1524.79048,1530.33707,1538.71822,1552.56015,1553.31448,1530.80741,1539.43696,1544.91906,1550.70311,1545.33392,1307.0,1307.0
1524.195,1524.79,1530.33641,1538.71806,1552.5603,1553.31349,1530.80754,1539.43715,1544.9202,1550.70314,1545.33392,1307.0,1307.0
1524.19502,1524.78998,1530.33693,1538.71856,1552.56037,1553.31466,1530.80761,1539.43638,1544.92218,1550.70295,1545.33335,1307.0,1307.0
1524.1952,1524.79008,1530.33708,1538.71801,1552.56036,1553.31439,1530.80703,1539.43735,1544.92179,1550.70195,1545.33376,1307.0,1307.0
1524.19413,1524.78996,1530.33746,1538.71846,1552.56013,1553.31441,1530.80701,1539.43709,1544.92297,1550.70332,1545.33381,1307.0,1307.0
1524.19561,1524.79035,1530.33657,1538.71845,1552.56033,1553.31447,1530.80735,1539.43721,1544.92433,1550.70036,1545.33375,1307.0,1307.0
1524.19585,1524.79031,1530.33675,1538.71789,1552.56031,1553.31401,1530.80705,1539.43702,1544.92533,1550.70212,1545.33418,1307.0,1307.0
1524.19568,1524.79026,1530.33739,1538.71871,1552.56032,1553.31495,1530.8076,1539.4375,1544.92575,1550.70261,1545.33315,1307.0,1307.0
1524.19554,1524.79068,1530.33721,1538.71844,1552.5603,1553.31437,1530.80741,1539.4373,1544.92636,1550.70223,1545.33347,1307.0,1307.0
1524.1954,1524.79161,1530.33703,1538.71887,1552.56081,1553.31341,1530.80694,1539.43648,1544.92838,1550.70128,1545.33367,1307.0,1307.0
1524.19574,1524.79033,1530.33823,1538.71783,1552.56074,1553.31404,1530.8071,1539.43651,1544.92811,1550.70295,1545.33454,1307.0,1307.0
1524.19539,1524.79063,1530.33765,1538.71799,1552.56019,1553.31458,1530.8075,1539.43842,1544.92958,1550.70194,1545.33342,1307.0,1307.0
1524.19591,1524.79103,1530.33755,1538.71896,1552.56026,1553.31493,1530.80806,1539.43786,1544.9304,1550.70198,1545.33425,1307.0,1307.0
1524.19574,1524.79057,1530.33807,1538.71909,1552.56028,1553.3142,1530.80699,1539.43727,1544.9306,1550.7045,1545.3349,1307.0,1307.0
1524.19567,1524.79075,1530.33739,1538.71824,1552.56046,1553.31473,1530.80682,1539.43725,1544.93006,1550.70223,1545.33444,1307.0,1307.0
1524.19533,1524.79106,1530.33755,1538.7195,1552.56048,1553.31439,1530.80697,1539.43731,1544.93015,1550.70298,1545.334,1307.0,1307.0
1524.19676,1524.79084,1530.33757,1538.71894,1552.55975,1553.31491,1530.80739,1539.43778,1544.92907,1550.70274,1545.33561,1307.0,1307.0
1524.19643,1524.79065,1530.33791,1538.7188,1552.56019,1553.31381,1530.80752,1539.4381,1544.92648,1550.70313,1545.33395,1307.0,1307.0
1524.19595,1524.79177,1530.33747,1538.71829,1552.56059,1553.31443,1530.80686,1539.43839,1544.92673,1550.70137,1545.33367,1307.0,1307.0
1524.19646,1524.79115,1530.33758,1538.71825,1552.56121,1553.31489,1530.80688,1539.43773,1544.92495,1550.70275,1545.33429,1307.0,1307.0
1524.19676,1524.79077,1530.33804,1538.71836,1552.56066,1553.31406,1530.80703,1539.43842,1544.92242,1550.70238,1545.33429,1307.0,1307.0
1524.19619,1524.79072,1530.33806,1538.71849,1552.56085,1553.31462,1530.80699,1539.43844,1544.92227,1550.7025,1545.33475,1307.0,1307.0
1524.19638,1524.79056,1530.3377,1538.71896,1552.5604,1553.31511,1530.80665,1539.43772,1544.92108,1550.70304,1545.33457,1307.0,1307.0
1524.19544,1524.7902,1530.33843,1538.7185,1552.56074,1553.31459,1530.80749,1539.43842,1544.91927,1550.70197,1545.33478,1307.0,1307.0
1524.19565,1524.78882,1530.33861,1538.71892,1552.56009,1553.31513,1530.80699,1539.43766,1544.92016,1550.7027,1545.33482,1307.0,1307.0
1524.19627,1524.79029,1530.33849,1538.71933,1552.56045,1553.31507,1530.80642,1539.43793,1544.91835,1550.70233,1545.33486,1307.0,1307.0
1524.19516,1524.78987,1530.33787,1538.71964,1552.56012,1553.3141,1530.80644,1539.43784,1544.92095,1550.70319,1545.33515,1307.0,1307.0
1524.19589,1524.79061,1530.33775,1538.71965,1552.56072,1553.3154,1530.8061,1539.43841,1544.9202,1550.70342,1545.33715,1307.0,1307.0
1524.19548,1524.79038,1530.33758,1538.7196,1552.56067,1553.3145,1530.80694,1539.43834,1544.92291,1550.70146,1545.33463,1307.0,1307.0
1524.19608,1524.79041,1530.3381,1538.71862,1552.56021,1553.31483,1530.80698,1539.43806,1544.92389,1550.70411,1545.33585,1307.0,1307.0
1524.19615,1524.79057,1530.33785,1538.71907,1552.56073,1553.31526,1530.8074,1539.43846,1544.92523,1550.70201,1545.33605,1307.0,1307.0
1524.19685,1524.79061,1530.3379,1538.71922,1552.56048,1553.31451,1530.80706,1539.43702,1544.92689,1550.70078,1545.33569,1307.0,1307.0
1524.19583,1524.79093,1530.33831,1538.71934,1552.5606,1553.31438,1530.80641,1539.43841,1544.92715,1550.70198,1545.3337,1307.0,1307.0
1524.19659,1524.79058,1530.33836,1538.71944,1552.56046,1553.31415,1530.80751,1539.43777,1544.92936,1550.70094,1545.33582,1307.0,1307.0
1524.19689,1524.79083,1530.33872,1538.71941,1552.56046,1553.31395,1530.80738,1539.43683,1544.9295,1550.7007,1545.3367,1307.0,1307.0
1524.19604,1524.7913,1530.33808,1538.71895,1552.56054,1553.31458,1530.80697,1539.43783,1544.93041,1550.70175,1545.33592,1307.0,1307.0
1524.19637,1524.79056,1530.33662,1538.7195,1552.56062,1553.3141,1530.80715,1539.43812,1544.92905,1550.70229,1545.33705,1307.0,1307.0
1524.19671,1524.79119,1530.33822,1538.71969,1552.56014,1553.31465,1530.80729,1539.43763,1544.93205,1550.7012,1545.33705,1307.0,1307.0
1524.19698,1524.79109,1530.3378,1538.71927,1552.56093,1553.31469,1530.80699,1539.43835,1544.93057,1550.70235,1545.33511,1307.0,1307.0
1524.19644,1524.79063,1530.33868,1538.719,1552.56058,1553.31455,1530.80687,1539.43777,1544.93167,1550.70149,1545.33678,1307.0,1307.0
1524.19692,1524.79066,1530.33898,1538.71975,1552.56082,1553.3146,1530.80656,1539.43821,1544.92806,1550.70303,1545.33602,1307.0,1307.0
1524.19688,1524.79095,1530.33878,1538.71925,1552.56092,1553.31519,1530.80613,1539.43789,1544.92453,1550.70245,1545.33697,1307.0,1307.0
1524.19624,1524.79057,1530.33833,1538.71915,1552.56037,1553.31394,1530.80726,1539.43775,1544.92625,1550.70191,1545.3362,1307.0,1307.0
1524.19679,1524.79058,1530.33877,1538.71984,1552.56027,1553.3146,1530.80637,1539.43827,1544.9238,1550.70111,1545.3363,1307.0,1307.0
1524.19695,1524.79097,1530.33871,1538.71962,1552.56033,1553.31439,1530.80631,1539.43859,1544.92383,1550.70185,1545.33576,1307.0,1307.0
1524.19728,1524.7906,1530.33873,1538.71972,1552.56051,1553.3142,1530.80593,1539.43746,1544.92395,1550.70235,1545.33701,1307.0,1307.0
1524.19672,1524.7911,1530.3384,1538.72012,1552.56018,1553.31415,1530.80437,1539.43925,1544.922,1550.70248,1545.33668,1307.0,1307.0
1524.1972,1524.79072,1530.33838,1538.72003,1552.56073,1553.31539,1530.80576,1539.43868,1544.92022,1550.70138,1545.33595,1307.0,1307.0
1524.197,1524.79037,1530.33873,1538.71972,1552.56177,1553.31496,1530.80594,1539.43842,1544.9217,1550.70258,1545.33718,1307.0,1307.0
