S1_1,S1_2,S1_3,S1_4,S1_5,S1_6,S2_1,S2_2,S3_1,S3_2,S4_1,Nivel_agua,Nivel_total
1524.14702,1524.7504,1530.2931,1538.67504,1552.55718,1553.28753,1530.70895,1539.39644,1544.87063,1550.65567,1545.23079,1887.0,1887.0
1524.14677,1524.75021,1530.29329,1538.67554,1552.55628,1553.28779,1530.70947,1539.39549,1544.87173,1550.65595,1545.23032,1887.0,1887.0
1524.14748,1524.75069,1530.2928,1538.6755,1552.55734,1553.28706,1530.7086,1539.39649,1544.87186,1550.65648,1545.23103,1887.0,1887.0
1524.14751,1524.74984,1530.2929,1538.67567,1552.55713,1553.28803,1530.70903,1539.39637,1544.8707,1550.65603,1545.23102,1887.0,1887.0
1524.14602,1524.74968,1530.29232,1538.67694,1552.55717,1553.2884,1530.70798,1539.39511,1544.87091,1550.65577,1545.23081,1887.0,1887.0
1524.14715,1524.75018,1530.29256,1538.67542,1552.55754,1553.28789,1530.70914,1539.39623,1544.87106,1550.65592,1545.23033,1887.0,1887.0
1524.1469,1524.75017,1530.2919,1538.67498,1552.55709,1553.28763,1530.70747,1539.39602,1544.87031,1550.6547,1545.23094,1887.0,1887.0
1524.14652,1524.75008,1530.29254,1538.67553,1552.55653,1553.28776,1530.70904,1539.39639,1544.8694,1550.65592,1545.23014,1887.0,1887.0
1524.14657,1524.7499,1530.29217,1538.67482,1552.55726,1553.2875,1530.70835,1539.39621,1544.86933,1550.65514,1545.23076,1887.0,1887.0
1524.14662,1524.74991,1530.29272,1538.67496,1552.55694,1553.28737,1530.70871,1539.39605,1544.87235,1550.65489,1545.23128,1887.0,1887.0
1524.14717,1524.75012,1530.29275,1538.67484,1552.55644,1553.28756,1530.70858,1539.39624,1544.86974,1550.65747,1545.23054,1887.0,1887.0
1524.14735,1524.74995,1530.29269,1538.67474,1552.55705,1553.28768,1530.70957,1539.39659,1544.86936,1550.65463,1545.23,1887.0,1887.0
1524.14702,1524.74956,1530.29192,1538.67497,1552.55733,1553.28752,1530.70872,1539.39705,1544.87078,1550.65508,1545.22938,1887.0,1887.0
1524.14704,1524.74972,1530.29213,1538.67486,1552.55664,1553.28773,1530.70843,1539.39771,1544.87051,1550.65559,1545.23091,1887.0,1887.0
1524.14707,1524.74922,1530.29193,1538.67512,1552.55721,1553.28774,1530.70919,1539.39653,1544.86976,1550.65403,1545.23101,1887.0,1887.0
1524.14756,1524.75005,1530.29109,1538.67591,1552.55739,1553.28763,1530.70864,1539.39655,1544.8704,1550.65556,1545.23146,1887.0,1887.0
1524.14741,1524.74952,1530.29213,1538.67529,1552.55663,1553.28813,1530.70917,1539.39694,1544.87015,1550.6539,1545.23128,1887.0,1887.0
1524.14685,1524.74938,1530.29194,1538.67551,1552.5573,1553.28785,1530.70952,1539.39648,1544.86955,1550.65539,1545.22953,1887.0,1887.0
1524.1471,1524.7499,1530.2916,1538.67462,1552.5567,1553.28773,1530.70924,1539.39644,1544.87098,1550.655,1545.22852,1887.0,1887.0
1524.14673,1524.7488,1530.29133,1538.67491,1552.55733,1553.28791,1530.70966,1539.39624,1544.87034,1550.65486,1545.2308,1887.0,1887.0
1524.14734,1524.75,1530.29185,1538.67553,1552.5571,1553.28756,1530.70822,1539.39799,1544.87118,1550.654,1545.23119,1887.0,1887.0
1524.14658,1524.7504,1530.29138,1538.67547,1552.55722,1553.28777,1530.70872,1539.39628,1544.87077,1550.65429,1545.23082,1887.0,1887.0
1524.14695,1524.74916,1530.29142,1538.67516,1552.55679,1553.28796,1530.70889,1539.39699,1544.87136,1550.65441,1545.23129,1887.0,1887.0
1524.14673,1524.74905,1530.29082,1538.67558,1552.55716,1553.28751,1530.70875,1539.39733,1544.86947,1550.653,1545.23128,1887.0,1887.0
1524.14629,1524.74964,1530.29099,1538.6754,1552.55645,1553.28844,1530.70849,1539.39693,1544.87196,1550.65359,1545.23108,1887.0,1887.0
1524.14653,1524.7487,1530.29079,1538.67528,1552.55713,1553.28797,1530.70807,1539.39751,1544.87056,1550.65438,1545.23052,1887.0,1887.0
1524.14652,1524.74997,1530.2916,1538.6757,1552.55737,1553.28745,1530.70898,1539.39684,1544.87193,1550.65314,1545.23044,1887.0,1887.0
1524.14699,1524.75022,1530.29095,1538.67579,1552.5575,1553.2878,1530.70945,1539.39736,1544.87267,1550.65194,1545.23065,1887.0,1887.0
1524.14655,1524.74962,1530.28938,1538.67548,1552.5572,1553.28827,1530.71074,1539.397,1544.87362,1550.65183,1545.23062,1887.0,1887.0
1524.14618,1524.74983,1530.28994,1538.6753,1552.55674,1553.28794,1530.70854,1539.39668,1544.872,1550.65278,1545.23,1887.0,1887.0
1524.14665,1524.75015,1530.29061,1538.67549,1552.5571,1553.28808,1530.70945,1539.39654,1544.87279,1550.65244,1545.23088,1887.0,1887.0
1524.14592,1524.74946,1530.29054,1538.67489,1552.55726,1553.28789,1530.70915,1539.39681,1544.87462,1550.65286,1545.23146,1887.0,1887.0
1524.14673,1524.75027,1530.29144,1538.67559,1552.55677,1553.28735,1530.70877,1539.39632,1544.87325,1550.65259,1545.23098,1887.0,1887.0
1524.14636,1524.74978,1530.29034,1538.67547,1552.55726,1553.28742,1530.70964,1539.3973,1544.87401,1550.65112,1545.23067,1887.0,1887.0
1524.14592,1524.74999,1530.29022,1538.67494,1552.55732,1553.28747,1530.70926,1539.39651,1544.87301,1550.65218,1545.23055,1887.0,1887.0
1524.14663,1524.74974,1530.29099,1538.67552,1552.55754,1553.28726,1530.70869,1539.39554,1544.87431,1550.65074,1545.23013,1887.0,1887.0
1524.14618,1524.75003,1530.29055,1538.67495,1552.55635,1553.28736,1530.70869,1539.39747,1544.87423,1550.65183,1545.23052,1887.0,1887.0
1524.14599,1524.74986,1530.29025,1538.67482,1552.55616,1553.28792,1530.70877,1539.3968,1544.87525,1550.65042,1545.23146,1887.0,1887.0
1524.14564,1524.74949,1530.28988,1538.67489,1552.55679,1553.28879,1530.7094,1539.39666,1544.87444,1550.65114,1545.23013,1887.0,1887.0
1524.1459,1524.75004,1530.2905,1538.67483,1552.55753,1553.2877,1530.70944,1539.39677,1544.87605,1550.65199,1545.23169,1887.0,1887.0
1524.14608,1524.75034,1530.2908,1538.67487,1552.5568,1553.28675,1530.70934,1539.39697,1544.87519,1550.6525,1545.23011,1887.0,1887.0
1524.14558,1524.75025,1530.29065,1538.67522,1552.55727,1553.28713,1530.70892,1539.39702,1544.87558,1550.65024,1545.23052,1887.0,1887.0
1524.14506,1524.75018,1530.29097,1538.67465,1552.55689,1553.28783,1530.70899,1539.3968,1544.87538,1550.65022,1545.23026,1887.0,1887.0
1524.146,1524.75026,1530.29026,1538.6744,1552.55728,1553.28757,1530.70967,1539.39709,1544.87594,1550.64973,1545.23017,1887.0,1887.0
1524.14597,1524.75022,1530.29037,1538.6753,1552.55713,1553.28668,1530.70953,1539.3955,1544.87667,1550.65063,1545.23038,1887.0,1887.0
1524.14575,1524.75011,1530.29011,1538.67503,1552.55651,1553.28764,1530.70879,1539.39725,1544.87623,1550.64904,1545.23063,1887.0,1887.0
1524.14655,1524.75119,1530.29047,1538.67508,1552.55665,1553.28744,1530.70828,1539.39773,1544.87672,1550.65028,1545.23043,1887.0,1887.0
1524.1464,1524.75006,1530.29054,1538.67468,1552.55736,1553.28764,1530.70908,1539.39724,1544.87768,1550.64854,1545.23117,1887.0,1887.0
1524.14652,1524.7503,1530.2901,1538.67474,1552.55733,1553.28872,1530.70909,1539.39932,1544.87745,1550.64869,1545.23079,1887.0,1887.0
1524.14685,1524.75019,1530.29017,1538.67465,1552.55617,1553.28758,1530.70925,1539.39662,1544.87748,1550.64844,1545.23091,1887.0,1887.0
1524.14601,1524.75034,1530.29011,1538.67509,1552.55669,1553.28754,1530.709,1539.39789,1544.87612,1550.64911,1545.23081,1887.0,1887.0
1524.14663,1524.75066,1530.29056,1538.67456,1552.55698,1553.28728,1530.70938,1539.3981,1544.87716,1550.64735,1545.23088,1887.0,1887.0
1524.14634,1524.74993,1530.29003,1538.67468,1552.55696,1553.28741,1530.70912,1539.39756,1544.87728,1550.64869,1545.23021,1887.0,1887.0
1524.14665,1524.75014,1530.28989,1538.67483,1552.55702,1553.28753,1530.70844,1539.39687,1544.87759,1550.6477,1545.23063,1887.0,1887.0
1524.14649,1524.75047,1530.2906,1538.67485,1552.55675,1553.28755,1530.70939,1539.39789,1544.87764,1550.64817,1545.23063,1887.0,1887.0
1524.14655,1524.74996,1530.2896,1538.67403,1552.55648,1553.2874,1530.70944,1539.39729,1544.87845,1550.64683,1545.23059,1887.0,1887.0
1524.14605,1524.7499,1530.28986,1538.67492,1552.55708,1553.28736,1530.70941,1539.39736,1544.87773,1550.64818,1545.23011,1887.0,1887.0
1524.14635,1524.74988,1530.29075,1538.67469,1552.55754,1553.2875,1530.70877,1539.3983,1544.87865,1550.64796,1545.23056,1887.0,1887.0
1524.14645,1524.75067,1530.28981,1538.6746,1552.55715,1553.28786,1530.70909,1539.39749,1544.87964,1550.6475,1545.23056,1887.0,1887.0
1524.1458,1524.74993,1530.28995,1538.6743,1552.55705,1553.28725,1530.7099,1539.39765,1544.87972,1550.64831,1545.23006,1887.0,1887.0
1524.14629,1524.75058,1530.2904,1538.67509,1552.5568,1553.28717,1530.70936,1539.39776,1544.87874,1550.647,1545.2303,1887.0,1887.0
1524.14644,1524.75064,1530.29078,1538.6743,1552.55647,1553.28806,1530.70953,1539.39777,1544.87875,1550.64601,1545.23085,1887.0,1887.0
1524.14625,1524.75015,1530.29026,1538.67457,1552.55718,1553.28745,1530.70729,1539.39744,1544.87783,1550.64722,1545.23094,1887.0,1887.0
1524.1468,1524.75036,1530.29085,1538.67432,1552.55703,1553.28721,1530.70968,1539.39814,1544.87957,1550.64693,1545.23036,1887.0,1887.0
1524.14658,1524.75077,1530.29004,1538.67417,1552.55639,1553.28718,1530.70953,1539.3977,1544.87695,1550.64679,1545.22978,1887.0,1887.0
1524.14668,1524.75013,1530.29042,1538.67426,1552.5571,1553.28731,1530.70964,1539.39855,1544.87741,1550.64659,1545.2301,1887.0,1887.0
1524.1462,1524.7505,1530.29059,1538.67457,1552.55762,1553.28834,1530.70965,1539.39764,1544.87841,1550.64957,1545.22994,1887.0,1887.0
1524.14707,1524.75061,1530.29119,1538.67466,1552.55684,1553.28761,1530.70963,1539.39861,1544.87713,1550.64615,1545.22973,1887.0,1887.0
1524.14693,1524.75152,1530.29111,1538.67414,1552.55694,1553.28649,1530.70927,1539.39915,1544.87853,1550.64612,1545.23077,1887.0,1887.0
1524.14611,1524.75131,1530.29018,1538.67414,1552.55638,1553.28733,1530.70944,1539.39799,1544.87718,1550.64693,1545.23116,1887.0,1887.0
1524.1469,1524.75063,1530.29015,1538.67442,1552.55647,1553.2869,1530.70882,1539.39928,1544.87386,1550.64531,1545.22883,1887.0,1887.0
1524.14685,1524.75078,1530.29081,1538.6745,1552.55614,1553.28712,1530.70941,1539.39888,1544.87659,1550.64432,1545.22952,1887.0,1887.0
1524.14677,1524.75063,1530.2914,1538.67436,1552.55701,1553.28774,1530.70863,1539.39809,1544.87706,1550.64398,1545.22925,1887.0,1887.0
1524.14674,1524.75067,1530.29055,1538.67451,1552.55688,1553.28713,1530.70942,1539.39909,1544.87738,1550.64483,1545.2308,1887.0,1887.0
1524.14657,1524.75119,1530.29095,1538.67472,1552.55668,1553.28767,1530.70879,1539.39876,1544.87625,1550.645,1545.23046,1887.0,1887.0
1524.14715,1524.75058,1530.29145,1538.67413,1552.55664,1553.28692,1530.70908,1539.39804,1544.87393,1550.64502,1545.23007,1887.0,1887.0
1524.14702,1524.75032,1530.29167,1538.67415,1552.55614,1553.28713,1530.70972,1539.39844,1544.87721,1550.64536,1545.22954,1887.0,1887.0
1524.14698,1524.75168,1530.29104,1538.67377,1552.55646,1553.28684,1530.70882,1539.39888,1544.87518,1550.64456,1545.23014,1887.0,1887.0
1524.14718,1524.7508,1530.29065,1538.6741,1552.55659,1553.2875,1530.70958,1539.39966,1544.87479,1550.6445,1545.23164,1887.0,1887.0
1524.14696,1524.7509,1530.2907,1538.67359,1552.55627,1553.28683,1530.7096,1539.39888,1544.87531,1550.64461,1545.23033,1887.0,1887.0
1524.14743,1524.7517,1530.29073,1538.67413,1552.55635,1553.28772,1530.70907,1539.39965,1544.87404,1550.64321,1545.22985,1887.0,1887.0
1524.14691,1524.75079,1530.29101,1538.67392,1552.55653,1553.28775,1530.70875,1539.39922,1544.87458,1550.64451,1545.23034,1887.0,1887.0
1524.14689,1524.75136,1530.29005,1538.67426,1552.55589,1553.28759,1530.70913,1539.39941,1544.87368,1550.64461,1545.23006,1887.0,1887.0
1524.1476,1524.75117,1530.29154,1538.67446,1552.55682,1553.28738,1530.7096,1539.39973,1544.87253,1550.64388,1545.22979,1887.0,1887.0
1524.14774,1524.75156,1530.29154,1538.6741,1552.55698,1553.28725,1530.70952,1539.39966,1544.8745,1550.64351,1545.23049,1887.0,1887.0
1524.14772,1524.75139,1530.29251,1538.67432,1552.55711,1553.28711,1530.70977,1539.39927,1544.87244,1550.64335,1545.23052,1887.0,1887.0
1524.14816,1524.75145,1530.29104,1538.67404,1552.55648,1553.28659,1530.70897,1539.40002,1544.87308,1550.64518,1545.23051,1887.0,1887.0
1524.14795,1524.75237,1530.29106,1538.6737,1552.55695,1553.28823,1530.7091,1539.40035,1544.87599,1550.6444,1545.22848,1887.0,1887.0
1524.14812,1524.75128,1530.29058,1538.67384,1552.55637,1553.28863,1530.70883,1539.40019,1544.8725,1550.64285,1545.2304,1887.0,1887.0
1524.14792,1524.75134,1530.29149,1538.67365,1552.55676,1553.28864,1530.70897,1539.39979,1544.87422,1550.64338,1545.23054,1887.0,1887.0
1524.1476,1524.75155,1530.29129,1538.67416,1552.55678,1553.2876,1530.70888,1539.40041,1544.87268,1550.64314,1545.22958,1887.0,1887.0
1524.14848,1524.75142,1530.29058,1538.67401,1552.55625,1553.28727,1530.70859,1539.39972,1544.87213,1550.64395,1545.22983,1887.0,1887.0
1524.14819,1524.75172,1530.29135,1538.67476,1552.55682,1553.28762,1530.70909,1539.40074,1544.87304,1550.64419,1545.23055,1887.0,1887.0
1524.1482,1524.75127,1530.29141,1538.67417,1552.55747,1553.2881,1530.70956,1539.40058,1544.87389,1550.64294,1545.22911,1887.0,1887.0
1524.14841,1524.75208,1530.29178,1538.67413,1552.55734,1553.2867,1530.70959,1539.40024,1544.875,1550.64299,1545.23005,1887.0,1887.0
1524.1485,1524.75172,1530.29171,1538.67397,1552.55637,1553.28795,1530.70887,1539.40033,1544.87208,1550.64313,1545.23077,1887.0,1887.0
1524.1481,1524.75219,1530.29138,1538.67387,1552.55723,1553.28681,1530.71015,1539.40039,1544.8719,1550.64281,1545.23013,1887.0,1887.0
1524.148,1524.75197,1530.29179,1538.67391,1552.55722,1553.28739,1530.70911,1539.40122,1544.87303,1550.64388,1545.23069,1887.0,1887.0
1524.14865,1524.75226,1530.2909,1538.67392,1552.5567,1553.28697,1530.70882,1539.40086,1544.87076,1550.64408,1545.23051,1887.0,1887.0
1524.14863,1524.75211,1530.29152,1538.67389,1552.55772,1553.2875,1530.70909,1539.40096,1544.87057,1550.64331,1545.2313,1887.0,1887.0
1524.14891,1524.75174,1530.29158,1538.6741,1552.55664,1553.28754,1530.70912,1539.40163,1544.86921,1550.64327,1545.23066,1887.0,1887.0
1524.14888,1524.75284,1530.29147,1538.67385,1552.55679,1553.28779,1530.70971,1539.40053,1544.87158,1550.64376,1545.22994,1887.0,1887.0
1524.14909,1524.75266,1530.29208,1538.6741,1552.55683,1553.28773,1530.70911,1539.40136,1544.8717,1550.64203,1545.23122,1887.0,1887.0
1524.14834,1524.75264,1530.29143,1538.67452,1552.55644,1553.28744,1530.70938,1539.40162,1544.8695,1550.64199,1545.23086,1887.0,1887.0
1524.14989,1524.75347,1530.29147,1538.67386,1552.55694,1553.28719,1530.70942,1539.40096,1544.86935,1550.64276,1545.23077,1887.0,1887.0
1524.14914,1524.75266,1530.29208,1538.67409,1552.55684,1553.28798,1530.7093,1539.40186,1544.87126,1550.64312,1545.23069,1887.0,1887.0
1524.14963,1524.75304,1530.29179,1538.67341,1552.55676,1553.28696,1530.70961,1539.40034,1544.87058,1550.64103,1545.23108,1887.0,1887.0
1524.15011,1524.75309,1530.2919,1538.67431,1552.55681,1553.28735,1530.70994,1539.40218,1544.86814,1550.64176,1545.22996,1887.0,1887.0
1524.15003,1524.75318,1530.29231,1538.67314,1552.5566,1553.28703,1530.70791,1539.4025,1544.86833,1550.64234,1545.23032,1887.0,1887.0
1524.14934,1524.75208,1530.29182,1538.67507,1552.55646,1553.28734,1530.70899,1539.40273,1544.86923,1550.64288,1545.23004,1887.0,1887.0
1524.14901,1524.75214,1530.29174,1538.67379,1552.55645,1553.28787,1530.70779,1539.4022,1544.86993,1550.64208,1545.23016,1887.0,1887.0
1524.14991,1524.75291,1530.29225,1538.67361,1552.55599,1553.28712,1530.70903,1539.40177,1544.86955,1550.64294,1545.23071,1887.0,1887.0
1524.14926,1524.75245,1530.29202,1538.67372,1552.55719,1553.28739,1530.70904,1539.40234,1544.8694,1550.64174,1545.2297,1887.0,1887.0
1524.14931,1524.75268,1530.29195,1538.67312,1552.5565,1553.28689,1530.70935,1539.40238,1544.87013,1550.64247,1545.22995,1887.0,1887.0
1524.14964,1524.75192,1530.29239,1538.67345,1552.55703,1553.2871,1530.70932,1539.40174,1544.87034,1550.64111,1545.2302,1887.0,1887.0
1524.14901,1524.75197,1530.2923,1538.67355,1552.55691,1553.28722,1530.70926,1539.40092,1544.86968,1550.64197,1545.23042,1887.0,1887.0
1524.14915,1524.75188,1530.29186,1538.6732,1552.55638,1553.2879,1530.7091,1539.40154,1544.8695,1550.64222,1545.23096,1887.0,1887.0
1524.149,1524.75111,1530.29247,1538.6735,1552.55625,1553.28677,1530.70939,1539.40259,1544.87034,1550.64131,1545.23045,1887.0,1887.0
1524.14909,1524.75201,1530.29168,1538.6736,1552.55643,1553.28762,1530.7087,1539.40209,1544.8696,1550.64203,1545.23035,1887.0,1887.0
1524.14943,1524.75214,1530.29205,1538.67331,1552.55692,1553.28757,1530.70932,1539.40141,1544.87006,1550.6425,1545.23008,1887.0,1887.0
1524.14941,1524.75265,1530.29192,1538.67285,1552.55686,1553.28694,1530.70898,1539.40223,1544.87048,1550.64145,1545.23013,1887.0,1887.0
1524.18471,1524.78155,1530.32832,1538.71274,1552.5591,1553.31354,1530.79108,1539.43159,1544.92896,1550.70156,1545.33814,1307.0,1307.0
1524.1849,1524.78291,1530.32864,1538.71302,1552.55959,1553.31332,1530.79153,1539.43135,1544.92836,1550.70125,1545.33826,1307.0,1307.0
1524.18495,1524.78234,1530.32818,1538.7127,1552.56029,1553.31395,1530.79097,1539.43063,1544.9302,1550.70239,1545.33788,1307.0,1307.0
1524.18513,1524.78298,1530.328,1538.7137,1552.55995,1553.31302,1530.79124,1539.43273,1544.92988,1550.70239,1545.33772,1307.0,1307.0
1524.18493,1524.78228,1530.3277,1538.71363,1552.55979,1553.31328,1530.79229,1539.4316,1544.92766,1550.70205,1545.33732,1307.0,1307.0
1524.18466,1524.78265,1530.32902,1538.71382,1552.55941,1553.31369,1530.79155,1539.43374,1544.93161,1550.70214,1545.33834,1307.0,1307.0
1524.18463,1524.7823,1530.32798,1538.71326,1552.55912,1553.31366,1530.79209,1539.43225,1544.93186,1550.70133,1545.33831,1307.0,1307.0
1524.18548,1524.78338,1530.32854,1538.71364,1552.55956,1553.31378,1530.79273,1539.43245,1544.93118,1550.7003,1545.33827,1307.0,1307.0
1524.18512,1524.783,1530.32923,1538.71357,1552.55965,1553.31458,1530.79328,1539.43245,1544.93122,1550.70175,1545.33846,1307.0,1307.0
1524.18489,1524.78272,1530.32927,1538.71358,1552.5602,1553.31398,1530.79341,1539.43106,1544.92656,1550.70135,1545.33793,1307.0,1307.0
1524.18631,1524.78318,1530.32853,1538.7139,1552.55959,1553.31398,1530.79208,1539.43205,1544.92814,1550.70199,1545.33633,1307.0,1307.0
1524.18529,1524.78335,1530.32955,1538.71389,1552.55999,1553.31444,1530.79279,1539.43195,1544.92644,1550.70218,1545.33829,1307.0,1307.0
1524.18565,1524.78321,1530.32949,1538.71359,1552.56002,1553.31369,1530.79361,1539.4322,1544.92869,1550.70219,1545.33786,1307.0,1307.0
1524.18552,1524.7843,1530.32954,1538.71407,1552.55956,1553.31405,1530.79294,1539.43239,1544.92717,1550.70236,1545.33765,1307.0,1307.0
1524.18561,1524.78396,1530.32953,1538.71407,1552.55971,1553.31432,1530.79315,1539.43258,1544.92877,1550.701,1545.33761,1307.0,1307.0
1524.18591,1524.78371,1530.32991,1538.71428,1552.55994,1553.31436,1530.79305,1539.43245,1544.92925,1550.70167,1545.33796,1307.0,1307.0
1524.18565,1524.78475,1530.32931,1538.71403,1552.55986,1553.31427,1530.79314,1539.43281,1544.92982,1550.70274,1545.33777,1307.0,1307.0
1524.1861,1524.78352,1530.32937,1538.7145,1552.55958,1553.31422,1530.79352,1539.43245,1544.93137,1550.70083,1545.33698,1307.0,1307.0
1524.18548,1524.7836,1530.32959,1538.71403,1552.5599,1553.31407,1530.79316,1539.43282,1544.93082,1550.70182,1545.33671,1307.0,1307.0
1524.18703,1524.78389,1530.32927,1538.7145,1552.55986,1553.31423,1530.79354,1539.43307,1544.93121,1550.70135,1545.33776,1307.0,1307.0
1524.18621,1524.78405,1530.32939,1538.71411,1552.56006,1553.31461,1530.79376,1539.433,1544.93285,1550.70214,1545.3371,1307.0,1307.0
1524.18684,1524.78393,1530.32918,1538.71459,1552.5594,1553.31372,1530.79395,1539.43331,1544.93141,1550.70208,1545.33771,1307.0,1307.0
1524.18654,1524.78403,1530.33023,1538.7149,1552.55955,1553.31394,1530.79466,1539.43256,1544.93462,1550.70206,1545.33679,1307.0,1307.0
1524.18663,1524.78371,1530.33073,1538.71477,1552.56018,1553.31498,1530.79417,1539.43334,1544.93375,1550.70314,1545.33777,1307.0,1307.0
1524.18651,1524.78431,1530.33,1538.71449,1552.56019,1553.31487,1530.7942,1539.43309,1544.93056,1550.70439,1545.33702,1307.0,1307.0
1524.18713,1524.78437,1530.33014,1538.71442,1552.55935,1553.3151,1530.79599,1539.43283,1544.93224,1550.70288,1545.33624,1307.0,1307.0
1524.18711,1524.78428,1530.33,1538.71455,1552.56044,1553.31447,1530.79376,1539.43273,1544.93228,1550.70319,1545.33788,1307.0,1307.0
1524.18701,1524.78471,1530.33034,1538.71502,1552.56041,1553.31431,1530.79493,1539.43324,1544.92839,1550.7025,1545.33725,1307.0,1307.0
1524.1869,1524.78422,1530.33013,1538.71495,1552.5602,1553.31444,1530.79471,1539.43316,1544.92735,1550.70166,1545.33655,1307.0,1307.0
1524.18684,1524.78419,1530.33015,1538.71409,1552.55997,1553.3146,1530.79429,1539.43357,1544.92752,1550.70216,1545.33704,1307.0,1307.0
1524.18706,1524.78444,1530.32928,1538.71489,1552.56009,1553.31505,1530.79454,1539.43343,1544.92661,1550.70236,1545.33766,1307.0,1307.0
1524.18672,1524.78535,1530.32971,1538.71467,1552.55985,1553.31461,1530.79483,1539.43256,1544.92429,1550.70034,1545.33666,1307.0,1307.0
1524.18629,1524.7846,1530.32975,1538.7147,1552.55973,1553.3146,1530.79418,1539.43335,1544.92391,1550.70301,1545.33764,1307.0,1307.0
1524.18642,1524.78407,1530.33002,1538.71444,1552.55967,1553.31493,1530.795,1539.43271,1544.92469,1550.70255,1545.3364,1307.0,1307.0
1524.18722,1524.78473,1530.33025,1538.71462,1552.55982,1553.31512,1530.79482,1539.43306,1544.92563,1550.70231,1545.33609,1307.0,1307.0
1524.18728,1524.7849,1530.33004,1538.71492,1552.56005,1553.31385,1530.79478,1539.4334,1544.92765,1550.70153,1545.33619,1307.0,1307.0
1524.1874,1524.78496,1530.33017,1538.71446,1552.56043,1553.31491,1530.7947,1539.43297,1544.92865,1550.70225,1545.33639,1307.0,1307.0
1524.18724,1524.78448,1530.33068,1538.7149,1552.55899,1553.31399,1530.79542,1539.43325,1544.93045,1550.70222,1545.33602,1307.0,1307.0
1524.18754,1524.78486,1530.33008,1538.71603,1552.55973,1553.31443,1530.79472,1539.43342,1544.93121,1550.70143,1545.33571,1307.0,1307.0
1524.1874,1524.78491,1530.33096,1538.71497,1552.55998,1553.31434,1530.79532,1539.43364,1544.93303,1550.7025,1545.3353,1307.0,1307.0
1524.18847,1524.78491,1530.33105,1538.71455,1552.55946,1553.3146,1530.79573,1539.43297,1544.93269,1550.7014,1545.3361,1307.0,1307.0
1524.18867,1524.78587,1530.33186,1538.71492,1552.56021,1553.31499,1530.79651,1539.43384,1544.93269,1550.7,1545.33536,1307.0,1307.0
1524.18706,1524.78422,1530.33072,1538.71512,1552.5598,1553.3148,1530.79566,1539.43352,1544.93227,1550.69936,1545.3357,1307.0,1307.0
1524.18766,1524.78531,1530.33146,1538.71621,1552.55971,1553.31455,1530.7965,1539.43381,1544.93032,1550.70265,1545.3368,1307.0,1307.0
1524.18802,1524.7853,1530.33151,1538.71497,1552.55964,1553.31498,1530.79644,1539.43345,1544.9275,1550.70253,1545.33423,1307.0,1307.0
1524.18754,1524.78526,1530.33112,1538.71541,1552.56037,1553.31572,1530.79649,1539.43387,1544.92859,1550.70194,1545.33501,1307.0,1307.0
1524.18808,1524.78555,1530.33119,1538.71546,1552.55976,1553.31495,1530.796,1539.43366,1544.92833,1550.70258,1545.33549,1307.0,1307.0
1524.18787,1524.78463,1530.3317,1538.71592,1552.55989,1553.31499,1530.79651,1539.43404,1544.92712,1550.70338,1545.33607,1307.0,1307.0
1524.18802,1524.78552,1530.3318,1538.71487,1552.55935,1553.3153,1530.79666,1539.43343,1544.92613,1550.70219,1545.33513,1307.0,1307.0
1524.18809,1524.7855,1530.33113,1538.71562,1552.55955,1553.3143,1530.79583,1539.43445,1544.92187,1550.70189,1545.3355,1307.0,1307.0
1524.18787,1524.78533,1530.33114,1538.71619,1552.55955,1553.31454,1530.79634,1539.43505,1544.92281,1550.70054,1545.33535,1307.0,1307.0
1524.18823,1524.78558,1530.33154,1538.716,1552.56008,1553.31445,1530.7967,1539.43433,1544.92313,1550.7035,1545.33445,1307.0,1307.0
1524.18883,1524.78594,1530.33179,1538.71563,1552.55976,1553.31548,1530.79656,1539.43474,1544.92564,1550.70197,1545.33504,1307.0,1307.0
1524.18844,1524.78549,1530.33227,1538.71597,1552.55992,1553.31511,1530.79736,1539.43391,1544.92732,1550.70208,1545.33561,1307.0,1307.0
1524.18823,1524.78513,1530.33219,1538.7155,1552.55916,1553.31503,1530.79696,1539.43357,1544.92808,1550.70248,1545.33512,1307.0,1307.0
1524.18765,1524.78501,1530.33254,1538.71595,1552.56029,1553.3145,1530.79764,1539.43432,1544.92949,1550.70234,1545.33564,1307.0,1307.0
1524.18873,1524.7852,1530.3317,1538.71573,1552.55957,1553.31551,1530.79682,1539.43411,1544.93073,1550.7015,1545.33611,1307.0,1307.0
1524.18892,1524.78556,1530.33196,1538.71558,1552.55961,1553.31524,1530.79727,1539.43399,1544.93182,1550.702,1545.33452,1307.0,1307.0
1524.18834,1524.7851,1530.33199,1538.7155,1552.55956,1553.31445,1530.79708,1539.43406,1544.93224,1550.70313,1545.33458,1307.0,1307.0
1524.18843,1524.78497,1530.33224,1538.71589,1552.55958,1553.31459,1530.7978,1539.43411,1544.93345,1550.70214,1545.33501,1307.0,1307.0
1524.18872,1524.78525,1530.33191,1538.71621,1552.55948,1553.31526,1530.797,1539.43296,1544.93527,1550.70257,1545.33584,1307.0,1307.0
1524.18901,1524.78487,1530.33245,1538.71613,1552.56012,1553.31493,1530.79786,1539.4345,1544.93223,1550.70194,1545.33543,1307.0,1307.0
